"RESU_SIGM_NOEU_Vector:0","RESU_SIGM_NOEU_Vector:1","RESU_SIGM_NOEU_Vector:2","RESU_DEPL:0","RESU_DEPL:1","RESU_DEPL:2","RESU_EPSI_NOEU:0","RESU_EPSI_NOEU:1","RESU_EPSI_NOEU:2","RESU_EPSI_NOEU:3","RESU_EPSI_NOEU:4","RESU_EPSI_NOEU:5","RESU_EPSI_NOEU_Vector:0","RESU_EPSI_NOEU_Vector:1","RESU_EPSI_NOEU_Vector:2","RESU_SIEQ_NOEU:0","RESU_SIEQ_NOEU:1","RESU_SIEQ_NOEU:2","RESU_SIEQ_NOEU:3","RESU_SIEQ_NOEU:4","RESU_SIEQ_NOEU:5","RESU_SIEQ_NOEU:6","RESU_SIEQ_NOEU:7","RESU_SIEQ_NOEU:8","RESU_SIEQ_NOEU:9","RESU_SIEQ_NOEU:10","RESU_SIEQ_NOEU:11","RESU_SIEQ_NOEU:12","RESU_SIEQ_NOEU:13","RESU_SIEQ_NOEU:14","RESU_SIEQ_NOEU:15","RESU_SIEQ_NOEU:16","RESU_SIEQ_NOEU_Vector:0","RESU_SIEQ_NOEU_Vector:1","RESU_SIEQ_NOEU_Vector:2","RESU_SIGM_NOEU:0","RESU_SIGM_NOEU:1","RESU_SIGM_NOEU:2","RESU_SIGM_NOEU:3","RESU_SIGM_NOEU:4","RESU_SIGM_NOEU:5","MED_POINT_ID","MED_CELL_ID","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.69811e+01,-8.69821e+00,4.34992e+01,-5.42517e-03,3.06873e-20,-1.50079e-19,-1.30578e-04,-7.93031e-05,2.43824e-04,-3.32430e-06,-4.00905e-06,4.67035e-06,-1.30578e-04,-7.93031e-05,2.43824e-04,5.69432e+01,6.07852e+01,-1.72646e+01,-8.43602e+00,4.35206e+01,5.37512e+01,9.03837e-01,1.29994e-01,9.27277e-03,6.84938e-02,8.17134e-01,-1.46348e-02,-1.13212e-02,1.49301e-02,9.99751e-01,1.78199e+01,1.02537e-01,5.69432e+01,6.07852e+01,-1.72646e+01,-1.69811e+01,-8.69821e+00,4.34992e+01,-5.37002e-01,-6.47616e-01,7.54441e-01,0,6939,1,0.00000e+00,1.05000e+02,0.00000e+00,0.00000e+00
-1.71142e+01,-8.46792e+00,4.41935e+01,-5.43147e-03,2.61657e-20,2.09560e-04,-1.32533e-04,-7.90081e-05,2.46991e-04,-2.92611e-06,-3.93602e-06,4.24535e-06,-1.32533e-04,-7.90081e-05,2.46991e-04,5.76061e+01,6.15608e+01,-1.73420e+01,-8.26547e+00,4.42188e+01,5.51542e+01,9.25853e-01,1.04580e-01,1.00388e-02,4.78740e-02,8.59286e-01,-1.31537e-02,-1.17619e-02,1.35232e-02,9.99727e-01,1.86114e+01,1.06474e-01,5.76061e+01,6.15608e+01,-1.73420e+01,-1.71142e+01,-8.46792e+00,4.41935e+01,-4.72680e-01,-6.35818e-01,6.85787e-01,0,6939,1,9.00000e-01,1.05000e+02,0.00000e+00,9.00000e-01
-1.72440e+01,-8.21548e+00,4.49661e+01,-5.43388e-03,2.14080e-20,4.24920e-04,-1.34615e-04,-7.87244e-05,2.50495e-04,-2.56980e-06,-3.89183e-06,3.83643e-06,-1.34615e-04,-7.87244e-05,2.50495e-04,5.83407e+01,6.24182e+01,-1.74220e+01,-8.06743e+00,4.49961e+01,5.65625e+01,9.45889e-01,8.14524e-02,1.07380e-02,2.91017e-02,8.97657e-01,-1.17382e-02,-1.21586e-02,1.21709e-02,9.99700e-01,1.95067e+01,1.10575e-01,5.83407e+01,6.24182e+01,-1.74220e+01,-1.72440e+01,-8.21548e+00,4.49661e+01,-4.15121e-01,-6.28680e-01,6.19731e-01,0,6939,1,1.80000e+00,1.05000e+02,0.00000e+00,1.80000e+00
-1.73704e+01,-7.94090e+00,4.58171e+01,-5.43239e-03,1.64141e-20,6.46079e-04,-1.36825e-04,-7.84519e-05,2.54336e-04,-2.25535e-06,-3.87649e-06,3.44358e-06,-1.36825e-04,-7.84519e-05,2.54336e-04,5.91471e+01,6.33573e+01,-1.75048e+01,-7.84192e+00,4.58525e+01,5.79761e+01,9.63946e-01,6.06099e-02,1.13704e-02,1.21767e-02,9.32245e-01,-1.03884e-02,-1.25113e-02,1.08731e-02,9.99670e-01,2.05058e+01,1.14840e-01,5.91471e+01,6.33573e+01,-1.75048e+01,-1.73704e+01,-7.94090e+00,4.58171e+01,-3.64326e-01,-6.26202e-01,5.56270e-01,0,6939,1,2.70000e+00,1.05000e+02,0.00000e+00,2.70000e+00
-1.74935e+01,-7.64416e+00,4.67464e+01,-5.42700e-03,1.11841e-20,8.73038e-04,-1.39163e-04,-7.81905e-05,2.58513e-04,-1.98278e-06,-3.89000e-06,3.06680e-06,-1.39163e-04,-7.81905e-05,2.58513e-04,6.00253e+01,6.43782e+01,-1.75903e+01,-7.58894e+00,4.67879e+01,5.93951e+01,9.80024e-01,4.20530e-02,1.19360e-02,-2.90090e-03,9.63051e-01,-9.10421e-03,-1.28200e-02,9.62984e-03,9.99636e-01,2.16087e+01,1.19269e-01,6.00253e+01,6.43782e+01,-1.75903e+01,-1.74935e+01,-7.64416e+00,4.67464e+01,-3.20295e-01,-6.28384e-01,4.95406e-01,0,6939,1,3.60000e+00,1.05000e+02,0.00000e+00,3.60000e+00
-1.76133e+01,-7.32528e+00,4.77540e+01,-5.41772e-03,5.71792e-21,1.10580e-03,-1.41628e-04,-7.79404e-05,2.63026e-04,-1.75207e-06,-3.93235e-06,2.70610e-06,-1.41628e-04,-7.79404e-05,2.63026e-04,6.09752e+01,6.54809e+01,-1.76785e+01,-7.30847e+00,4.78024e+01,6.08194e+01,9.94122e-01,2.57815e-02,1.24348e-02,-1.61311e-02,9.90074e-01,-7.88565e-03,-1.30847e-02,8.44108e-03,9.99599e-01,2.28154e+01,1.23863e-01,6.09752e+01,6.54809e+01,-1.76785e+01,-1.76133e+01,-7.32528e+00,4.77540e+01,-2.83027e-01,-6.35226e-01,4.37139e-01,0,6939,1,4.50000e+00,1.05000e+02,0.00000e+00,4.50000e+00
-1.77297e+01,-6.98425e+00,4.88399e+01,-5.40454e-03,1.56138e-23,1.34435e-03,-1.44221e-04,-7.77015e-05,2.67877e-04,-1.56324e-06,-4.00356e-06,2.36147e-06,-1.44221e-04,-7.77015e-05,2.67877e-04,6.19969e+01,6.66654e+01,-1.77694e+01,-7.00052e+00,4.88959e+01,6.22491e+01,1.00624e+00,1.17955e-02,1.28668e-02,-2.75139e-02,1.01331e+00,-6.73272e-03,-1.33054e-02,7.30683e-03,9.99559e-01,2.41260e+01,1.28620e-01,6.19969e+01,6.66654e+01,-1.77694e+01,-1.77297e+01,-6.98425e+00,4.88399e+01,-2.52523e-01,-6.46728e-01,3.81468e-01,0,6939,1,5.40000e+00,1.05000e+02,0.00000e+00,5.40000e+00
-1.78427e+01,-6.62107e+00,5.00042e+01,-5.38747e-03,-5.92283e-21,1.58871e-03,-1.46941e-04,-7.74738e-05,2.73063e-04,-1.41627e-06,-4.10361e-06,2.03291e-06,-1.46941e-04,-7.74738e-05,2.73063e-04,6.30904e+01,6.79316e+01,-1.78631e+01,-6.66510e+00,5.00685e+01,6.36841e+01,1.01638e+00,9.50673e-05,1.32320e-02,-3.70494e-02,1.03277e+00,-5.64543e-03,-1.34821e-02,6.22711e-03,9.99516e-01,2.55404e+01,1.33542e-01,6.30904e+01,6.79316e+01,-1.78631e+01,-1.78427e+01,-6.62107e+00,5.00042e+01,-2.28783e-01,-6.62890e-01,3.28393e-01,0,6939,1,6.30000e+00,1.05000e+02,0.00000e+00,6.30000e+00
-1.79524e+01,-6.23574e+00,5.12467e+01,-5.36650e-03,-1.20974e-20,1.83887e-03,-1.49789e-04,-7.72573e-05,2.78587e-04,-1.31118e-06,-4.23250e-06,1.72043e-06,-1.49789e-04,-7.72573e-05,2.78587e-04,6.42557e+01,6.92796e+01,-1.79594e+01,-6.30219e+00,5.13202e+01,6.51244e+01,1.02454e+00,-9.31990e-03,1.35304e-02,-4.47375e-02,1.04845e+00,-4.62377e-03,-1.36149e-02,5.20190e-03,9.99470e-01,2.70585e+01,1.38628e-01,6.42557e+01,6.92796e+01,-1.79594e+01,-1.79524e+01,-6.23574e+00,5.12467e+01,-2.11806e-01,-6.83712e-01,2.77915e-01,0,6939,1,7.20000e+00,1.05000e+02,0.00000e+00,7.20000e+00
-1.80588e+01,-5.82826e+00,5.25676e+01,-5.34164e-03,-1.85081e-20,2.09483e-03,-1.52765e-04,-7.70519e-05,2.84447e-04,-1.24795e-06,-4.39025e-06,1.42402e-06,-1.52765e-04,-7.70519e-05,2.84447e-04,6.54927e+01,7.07094e+01,-1.80585e+01,-5.91181e+00,5.26509e+01,6.65701e+01,1.03072e+00,-1.64494e-02,1.37620e-02,-5.05782e-02,1.06034e+00,-3.66775e-03,-1.37036e-02,4.23122e-03,9.99420e-01,2.86806e+01,1.43877e-01,6.54927e+01,7.07094e+01,-1.80585e+01,-1.80588e+01,-5.82826e+00,5.25676e+01,-2.01592e-01,-7.09194e-01,2.30034e-01,0,6939,1,8.10000e+00,1.05000e+02,0.00000e+00,8.10000e+00
-1.81619e+01,-5.39863e+00,5.39669e+01,-5.31288e-03,-2.51550e-20,2.35658e-03,-1.55868e-04,-7.68578e-05,2.90643e-04,-1.22660e-06,-4.57684e-06,1.14368e-06,-1.55868e-04,-7.68578e-05,2.90643e-04,6.68015e+01,7.22209e+01,-1.81603e+01,-5.49394e+00,5.40606e+01,6.80211e+01,1.03492e+00,-2.12934e-02,1.39267e-02,-5.45715e-02,1.06846e+00,-2.77736e-03,-1.37483e-02,3.31505e-03,9.99367e-01,3.04064e+01,1.49291e-01,6.68015e+01,7.22209e+01,-1.81603e+01,-1.81619e+01,-5.39863e+00,5.39669e+01,-1.98143e-01,-7.39336e-01,1.84749e-01,0,6939,1,9.00000e+00,1.05000e+02,0.00000e+00,9.00000e+00
-1.82615e+01,-4.94686e+00,5.54444e+01,-5.28022e-03,-3.20380e-20,2.62414e-03,-1.59099e-04,-7.66749e-05,2.97176e-04,-1.24711e-06,-4.79228e-06,8.79418e-07,-1.59099e-04,-7.66749e-05,2.97176e-04,6.81821e+01,7.38143e+01,-1.82648e+01,-5.04860e+00,5.55495e+01,6.94775e+01,1.03715e+00,-2.38518e-02,1.40247e-02,-5.67174e-02,1.07278e+00,-1.95261e-03,-1.37490e-02,2.45340e-03,9.99311e-01,3.22361e+01,1.54869e-01,6.81821e+01,7.38143e+01,-1.82648e+01,-1.82615e+01,-4.94686e+00,5.54444e+01,-2.01456e-01,-7.74138e-01,1.42060e-01,0,6939,1,9.90000e+00,1.05000e+02,0.00000e+00,9.90000e+00
-1.83579e+01,-4.47293e+00,5.70003e+01,-5.24367e-03,-3.91572e-20,2.89749e-03,-1.62458e-04,-7.65032e-05,3.04046e-04,-1.30949e-06,-5.03657e-06,6.31228e-07,-1.62458e-04,-7.65032e-05,3.04046e-04,6.96345e+01,7.54894e+01,-1.83720e+01,-4.57578e+00,5.71173e+01,7.09392e+01,1.03739e+00,-2.41248e-02,1.40559e-02,-5.70159e-02,1.07333e+00,-1.19349e-03,-1.37058e-02,1.64627e-03,9.99252e-01,3.41695e+01,1.60611e-01,6.96345e+01,7.54894e+01,-1.83720e+01,-1.83579e+01,-4.47293e+00,5.70003e+01,-2.11534e-01,-8.13600e-01,1.01968e-01,0,6939,1,1.08000e+01,1.05000e+02,0.00000e+00,1.08000e+01
-1.84509e+01,-3.97686e+00,5.86346e+01,-5.20322e-03,-4.65124e-20,3.17665e-03,-1.65944e-04,-7.63427e-05,3.11252e-04,-1.41375e-06,-5.30970e-06,3.99112e-07,-1.65944e-04,-7.63427e-05,3.11252e-04,7.11586e+01,7.72462e+01,-1.84820e+01,-4.07548e+00,5.87643e+01,7.24062e+01,1.03565e+00,-2.21123e-02,1.40202e-02,-5.54671e-02,1.07010e+00,-5.00004e-04,-1.36185e-02,8.93653e-04,9.99189e-01,3.62068e+01,1.66517e-01,7.11586e+01,7.72462e+01,-1.84820e+01,-1.84509e+01,-3.97686e+00,5.86346e+01,-2.28375e-01,-8.57721e-01,6.44720e-02,0,6939,1,1.17000e+01,1.05000e+02,0.00000e+00,1.17000e+01
-1.85405e+01,-3.45863e+00,6.03471e+01,-5.15888e-03,-5.41039e-20,3.46160e-03,-1.69558e-04,-7.61934e-05,3.18795e-04,-1.55987e-06,-5.61168e-06,1.83069e-07,-1.69558e-04,-7.61934e-05,3.18795e-04,7.27545e+01,7.90849e+01,-1.85946e+01,-3.54770e+00,6.04902e+01,7.38786e+01,1.03194e+00,-1.78143e-02,1.39177e-02,-5.20709e-02,1.06308e+00,1.27845e-04,-1.34872e-02,1.95558e-04,9.99123e-01,3.83479e+01,1.72587e-01,7.27545e+01,7.90849e+01,-1.85946e+01,-1.85405e+01,-3.45863e+00,6.03471e+01,-2.51979e-01,-9.06503e-01,2.95727e-02,0,6939,1,1.26000e+01,1.05000e+02,0.00000e+00,1.26000e+01
-1.86269e+01,-2.91826e+00,6.21380e+01,-5.11064e-03,-6.19314e-20,3.75236e-03,-1.73299e-04,-7.60552e-05,3.26674e-04,-1.74787e-06,-5.94251e-06,-1.69004e-08,-1.73299e-04,-7.60552e-05,3.26674e-04,7.44222e+01,8.10053e+01,-1.87100e+01,-2.99244e+00,6.22953e+01,7.53563e+01,1.02624e+00,-1.12308e-02,1.37485e-02,-4.68273e-02,1.05228e+00,6.90060e-04,-1.33120e-02,-4.48018e-04,9.99054e-01,4.05929e+01,1.78822e-01,7.44222e+01,8.10053e+01,-1.87100e+01,-1.86269e+01,-2.91826e+00,6.21380e+01,-2.82347e-01,-9.59944e-01,-2.73006e-03,0,6939,1,1.35000e+01,1.05000e+02,0.00000e+00,1.35000e+01
-1.87098e+01,-2.35574e+00,6.40072e+01,-5.05851e-03,-6.99952e-20,4.04891e-03,-1.77168e-04,-7.59283e-05,3.34890e-04,-1.97773e-06,-6.30219e-06,-2.00796e-07,-1.77168e-04,-7.59283e-05,3.34890e-04,7.61616e+01,8.30074e+01,-1.88281e+01,-2.40971e+00,6.41794e+01,7.68394e+01,1.01857e+00,-2.36181e-03,1.35124e-02,-3.97363e-02,1.03769e+00,1.18664e-03,-1.30927e-02,-1.03707e-03,9.98982e-01,4.29416e+01,1.85220e-01,7.61616e+01,8.30074e+01,-1.88281e+01,-1.87098e+01,-2.35574e+00,6.40072e+01,-3.19479e-01,-1.01805e+00,-3.24364e-02,0,6939,1,1.44000e+01,1.05000e+02,0.00000e+00,1.44000e+01
-1.87894e+01,-1.77107e+00,6.59547e+01,-5.00247e-03,-7.82950e-20,4.35126e-03,-1.81164e-04,-7.58126e-05,3.43442e-04,-2.24946e-06,-6.69071e-06,-3.68619e-07,-1.81164e-04,-7.58126e-05,3.43442e-04,7.79728e+01,8.50914e+01,-1.89489e+01,-1.79949e+00,6.61425e+01,7.83277e+01,1.00891e+00,8.79269e-03,1.32096e-02,-3.07979e-02,1.01933e+00,1.61758e-03,-1.28295e-02,-1.57161e-03,9.98906e-01,4.53942e+01,1.91782e-01,7.79728e+01,8.50914e+01,-1.89489e+01,-1.87894e+01,-1.77107e+00,6.59547e+01,-3.63374e-01,-1.08081e+00,-5.95462e-02,0,6939,1,1.53000e+01,1.05000e+02,0.00000e+00,1.53000e+01
-1.88162e+01,-1.15858e+00,6.78961e+01,-4.94036e-03,-8.59472e-20,4.66289e-03,-1.84940e-04,-7.56313e-05,3.51850e-04,-2.48789e-06,-6.64500e-06,-5.21333e-07,-1.84940e-04,-7.56313e-05,3.51850e-04,7.96781e+01,8.70521e+01,-1.89862e+01,-1.15828e+00,6.80659e+01,7.97001e+01,9.98478e-01,2.06381e-02,1.20467e-02,-2.05314e-02,9.99169e-01,1.88871e-03,-1.17239e-02,-2.03613e-03,9.99005e-01,4.79214e+01,1.98819e-01,7.96781e+01,8.70521e+01,-1.89862e+01,-1.88162e+01,-1.15858e+00,6.78961e+01,-4.01890e-01,-1.07342e+00,-8.42153e-02,0,6973,1,1.62000e+01,1.05000e+02,0.00000e+00,1.62000e+01
-1.82657e+01,-4.66358e-01,6.89146e+01,-4.85074e-03,-8.42818e-20,5.01546e-03,-1.84763e-04,-7.45763e-05,3.54925e-04,-1.92558e-06,-1.25449e-06,-6.57133e-07,-1.84763e-04,-7.45763e-05,3.54925e-04,7.94792e+01,8.68156e+01,-1.80868e+01,-4.59546e-01,6.87289e+01,7.97469e+01,1.00035e+00,1.58340e-02,1.83681e-03,-1.54527e-02,9.99519e-01,1.09766e-03,-1.52283e-03,-2.25936e-03,1.00086e+00,5.01825e+01,2.09245e-01,7.94792e+01,8.68156e+01,-1.80868e+01,-1.82657e+01,-4.66358e-01,6.89146e+01,-3.11055e-01,-2.02649e-01,-1.06152e-01,0,6973,1,1.71000e+01,1.05000e+02,0.00000e+00,1.71000e+01
-1.76783e+01,2.36790e-01,6.99103e+01,-4.75884e-03,-8.35161e-20,5.36683e-03,-1.84392e-04,-7.34896e-05,3.57822e-04,-1.40617e-06,4.43888e-06,-7.55312e-07,-1.84392e-04,-7.34896e-05,3.57822e-04,7.93835e+01,8.66999e+01,-1.72402e+01,2.49337e-01,6.94597e+01,7.98556e+01,1.00177e+00,1.13768e-02,-8.59446e-03,-1.07652e-02,9.99809e-01,3.51758e-04,8.90227e-03,-2.40419e-03,1.00227e+00,5.24688e+01,2.19373e-01,7.93835e+01,8.66999e+01,-1.72402e+01,-1.76783e+01,2.36790e-01,6.99103e+01,-2.27151e-01,7.17049e-01,-1.22012e-01,0,6973,1,1.80000e+01,1.05000e+02,0.00000e+00,1.80000e+01
-1.72165e+01,9.38184e-01,7.08029e+01,-4.66651e-03,-8.84682e-20,5.70473e-03,-1.84470e-04,-7.20845e-05,3.60411e-04,-9.98547e-07,9.88357e-06,-8.19707e-07,-1.84470e-04,-7.20845e-05,3.60411e-04,7.95265e+01,8.69038e+01,-1.66661e+01,9.52924e-01,7.02378e+01,8.01257e+01,1.00247e+00,7.71726e-03,-1.81042e-02,-6.88578e-03,9.99992e-01,-4.34437e-05,1.84343e-02,-2.52883e-03,1.00295e+00,5.45246e+01,2.28302e-01,7.95265e+01,8.69038e+01,-1.66661e+01,-1.72165e+01,9.38184e-01,7.08029e+01,-1.61304e-01,1.59658e+00,-1.32414e-01,0,6969,1,1.89000e+01,1.05000e+02,0.00000e+00,1.89000e+01
-1.73249e+01,1.66732e+00,7.16018e+01,-4.57868e-03,-1.09985e-19,6.00172e-03,-1.87170e-04,-6.95988e-05,3.63329e-04,-9.23553e-07,1.32016e-05,-8.87076e-07,-1.87170e-04,-6.95988e-05,3.63329e-04,8.03958e+01,8.80967e+01,-1.69134e+01,1.67433e+00,7.11833e+01,8.09668e+01,1.00197e+00,6.17861e-03,-2.30259e-02,-5.03940e-03,9.99956e-01,7.26410e-04,2.34766e-02,-2.82813e-03,1.00234e+00,5.59442e+01,2.33988e-01,8.03958e+01,8.80967e+01,-1.69134e+01,-1.73249e+01,1.66732e+00,7.16018e+01,-1.49189e-01,2.13257e+00,-1.43297e-01,0,6969,1,1.98000e+01,1.05000e+02,0.00000e+00,1.98000e+01
-1.73616e+01,2.51653e+00,7.27746e+01,-4.48798e-03,-1.27511e-19,6.31032e-03,-1.90233e-04,-6.71779e-05,3.67753e-04,-9.30786e-07,1.63268e-05,-9.59598e-07,-1.90233e-04,-6.71779e-05,3.67753e-04,8.15341e+01,8.95751e+01,-1.70816e+01,2.51761e+00,7.24935e+01,8.20754e+01,1.00148e+00,5.04096e-03,-2.75150e-02,-3.63541e-03,9.99902e-01,1.44112e-03,2.80817e-02,-3.09590e-03,1.00176e+00,5.79295e+01,2.40264e-01,8.15341e+01,8.95751e+01,-1.70816e+01,-1.73616e+01,2.51653e+00,7.27746e+01,-1.50358e-01,2.63740e+00,-1.55012e-01,0,6969,1,2.07000e+01,1.05000e+02,0.00000e+00,2.07000e+01
-1.73268e+01,3.48581e+00,7.43214e+01,-4.39439e-03,-1.41046e-19,6.63054e-03,-1.93662e-04,-6.48219e-05,3.73684e-04,-1.02025e-06,1.92590e-05,-1.03727e-06,-1.93662e-04,-6.48219e-05,3.73684e-04,8.29413e+01,9.13392e+01,-1.71708e+01,3.48275e+00,7.41685e+01,8.34517e+01,1.00101e+00,4.30433e-03,-3.15715e-02,-2.67383e-03,9.99829e-01,2.10068e-03,3.22495e-02,-3.33213e-03,1.00123e+00,6.04805e+01,2.47130e-01,8.29413e+01,9.13392e+01,-1.71708e+01,-1.73268e+01,3.48581e+00,7.43214e+01,-1.64809e-01,3.11107e+00,-1.67559e-01,0,6969,1,2.16000e+01,1.05000e+02,0.00000e+00,2.16000e+01
-1.72202e+01,4.57516e+00,7.62422e+01,-4.29793e-03,-1.50590e-19,6.96237e-03,-1.97455e-04,-6.25307e-05,3.81123e-04,-1.19193e-06,2.19983e-05,-1.12010e-06,-1.97455e-04,-6.25307e-05,3.81123e-04,8.46175e+01,9.33889e+01,-1.71808e+01,4.56976e+00,7.62082e+01,8.50955e+01,1.00054e+00,3.96870e-03,-3.51955e-02,-2.15466e-03,9.99739e-01,2.70509e-03,3.59801e-02,-3.53683e-03,1.00072e+00,6.35972e+01,2.54585e-01,8.46175e+01,9.33889e+01,-1.71808e+01,-1.72202e+01,4.57516e+00,7.62422e+01,-1.92543e-01,3.55357e+00,-1.80938e-01,0,6969,1,2.25000e+01,1.05000e+02,0.00000e+00,2.25000e+01
-1.70421e+01,5.78458e+00,7.85371e+01,-4.19858e-03,-1.56144e-19,7.30581e-03,-2.01612e-04,-6.03044e-05,3.90068e-04,-1.44584e-06,2.45447e-05,-1.20807e-06,-2.01612e-04,-6.03044e-05,3.90068e-04,8.65626e+01,9.57242e+01,-1.71117e+01,5.77863e+00,7.86126e+01,8.70070e+01,1.00008e+00,4.03409e-03,-3.83868e-02,-2.07788e-03,9.99630e-01,3.25435e-03,3.92734e-02,-3.71000e-03,1.00025e+00,6.72796e+01,2.62630e-01,8.65626e+01,9.57242e+01,-1.71117e+01,-1.70421e+01,5.78458e+00,7.85371e+01,-2.33559e-01,3.96491e+00,-1.95150e-01,0,6969,1,2.34000e+01,1.05000e+02,0.00000e+00,2.34000e+01
-1.67923e+01,7.11407e+00,8.12059e+01,-4.09636e-03,-1.57707e-19,7.66087e-03,-2.06135e-04,-5.81429e-05,4.00521e-04,-1.78198e-06,2.68981e-05,-1.30120e-06,-2.06135e-04,-5.81429e-05,4.00521e-04,8.87767e+01,9.83452e+01,-1.69634e+01,7.10937e+00,8.13817e+01,8.91861e+01,9.99632e-01,4.50048e-03,-4.11457e-02,-2.44350e-03,9.99502e-01,3.74846e-03,4.21296e-02,-3.85163e-03,9.99820e-01,7.15277e+01,2.71265e-01,8.87767e+01,9.83452e+01,-1.69634e+01,-1.67923e+01,7.11407e+00,8.12059e+01,-2.87858e-01,4.34508e+00,-2.10194e-01,0,6969,1,2.43000e+01,1.05000e+02,0.00000e+00,2.43000e+01
-1.64708e+01,8.56363e+00,8.42487e+01,-3.99125e-03,-1.55279e-19,8.02754e-03,-2.11022e-04,-5.60463e-05,4.12480e-04,-2.20035e-06,2.90587e-05,-1.39948e-06,-2.11022e-04,-5.60463e-05,4.12480e-04,9.12598e+01,1.01252e+02,-1.67361e+01,8.56197e+00,8.45156e+01,9.16327e+01,9.99196e-01,5.36789e-03,-4.34719e-02,-3.25152e-03,9.99357e-01,4.18743e-03,4.45485e-02,-3.96172e-03,9.99421e-01,7.63415e+01,2.80490e-01,9.12598e+01,1.01252e+02,-1.67361e+01,-1.64708e+01,8.56363e+00,8.42487e+01,-3.55440e-01,4.69410e+00,-2.26070e-01,0,6969,1,2.52000e+01,1.05000e+02,0.00000e+00,2.52000e+01
-1.60778e+01,1.01333e+01,8.76655e+01,-3.88326e-03,-1.48861e-19,8.40582e-03,-2.16273e-04,-5.40146e-05,4.25947e-04,-2.70094e-06,3.10263e-05,-1.50291e-06,-2.16273e-04,-5.40146e-05,4.25947e-04,9.40119e+01,1.04444e+02,-1.64297e+01,1.01364e+01,8.80142e+01,9.43470e+01,9.98770e-01,6.63630e-03,-4.53656e-02,-4.50194e-03,9.99193e-01,4.57125e-03,4.65301e-02,-4.04028e-03,9.99057e-01,8.17210e+01,2.90304e-01,9.40119e+01,1.04444e+02,-1.64297e+01,-1.60778e+01,1.01333e+01,8.76655e+01,-4.36305e-01,5.01194e+00,-2.42778e-01,0,6969,1,2.61000e+01,1.05000e+02,0.00000e+00,2.61000e+01
-1.56130e+01,1.18230e+01,9.14563e+01,-3.77240e-03,-1.38452e-19,8.79572e-03,-2.21890e-04,-5.20477e-05,4.40921e-04,-3.28375e-06,3.28010e-05,-1.61150e-06,-2.21890e-04,-5.20477e-05,4.40921e-04,9.70329e+01,1.07922e+02,-1.60441e+01,1.18328e+01,9.18776e+01,9.73289e+01,9.98355e-01,8.30573e-03,-4.68267e-02,-6.19477e-03,9.99011e-01,4.89992e-03,4.80746e-02,-4.08731e-03,9.98728e-01,8.76662e+01,3.00707e-01,9.70329e+01,1.07922e+02,-1.60441e+01,-1.56130e+01,1.18230e+01,9.14563e+01,-5.30452e-01,5.29863e+00,-2.60319e-01,0,6969,1,2.70000e+01,1.05000e+02,0.00000e+00,2.70000e+01
-1.50767e+01,1.36327e+01,9.56211e+01,-3.65865e-03,-1.24052e-19,9.19723e-03,-2.27871e-04,-5.01456e-05,4.57401e-04,-3.94880e-06,3.43828e-05,-1.72523e-06,-2.27871e-04,-5.01456e-05,4.57401e-04,1.00323e+02,1.11685e+02,-1.55794e+01,1.36510e+01,9.61056e+01,1.00578e+02,9.97950e-01,1.03762e-02,-4.78552e-02,-8.32999e-03,9.98811e-01,5.17344e-03,4.91817e-02,-4.10280e-03,9.98434e-01,9.41772e+01,3.11701e-01,1.00323e+02,1.11685e+02,-1.55794e+01,-1.50767e+01,1.36327e+01,9.56211e+01,-6.37883e-01,5.55414e+00,-2.78691e-01,0,6969,1,2.79000e+01,1.05000e+02,0.00000e+00,2.79000e+01
