"RESU_SIGM_NOEU_Vector:0","RESU_SIGM_NOEU_Vector:1","RESU_SIGM_NOEU_Vector:2","RESU_DEPL:0","RESU_DEPL:1","RESU_DEPL:2","RESU_EPSI_NOEU:0","RESU_EPSI_NOEU:1","RESU_EPSI_NOEU:2","RESU_EPSI_NOEU:3","RESU_EPSI_NOEU:4","RESU_EPSI_NOEU:5","RESU_EPSI_NOEU_Vector:0","RESU_EPSI_NOEU_Vector:1","RESU_EPSI_NOEU_Vector:2","RESU_SIEQ_NOEU:0","RESU_SIEQ_NOEU:1","RESU_SIEQ_NOEU:2","RESU_SIEQ_NOEU:3","RESU_SIEQ_NOEU:4","RESU_SIEQ_NOEU:5","RESU_SIEQ_NOEU:6","RESU_SIEQ_NOEU:7","RESU_SIEQ_NOEU:8","RESU_SIEQ_NOEU:9","RESU_SIEQ_NOEU:10","RESU_SIEQ_NOEU:11","RESU_SIEQ_NOEU:12","RESU_SIEQ_NOEU:13","RESU_SIEQ_NOEU:14","RESU_SIEQ_NOEU:15","RESU_SIEQ_NOEU:16","RESU_SIEQ_NOEU_Vector:0","RESU_SIEQ_NOEU_Vector:1","RESU_SIEQ_NOEU_Vector:2","RESU_SIGM_NOEU:0","RESU_SIGM_NOEU:1","RESU_SIGM_NOEU:2","RESU_SIGM_NOEU:3","RESU_SIGM_NOEU:4","RESU_SIGM_NOEU:5","MED_POINT_ID","MED_CELL_ID","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-2.12156e-02,9.46931e+01,3.54341e+02,-6.62601e-03,-9.66937e-20,3.89494e-02,-6.41578e-04,-5.52514e-05,1.55209e-03,7.32473e-06,-7.25090e-05,-2.83613e-06,-6.41578e-04,-5.52514e-05,1.55209e-03,3.18304e+02,3.55029e+02,-3.66016e-01,9.47155e+01,3.54663e+02,3.18304e+02,9.99702e-01,-1.37870e-02,3.40487e-02,1.36818e-02,1.00026e+00,2.23204e-03,-3.41953e-02,-2.07281e-03,9.99666e-01,4.49013e+02,4.70692e-01,3.18304e+02,3.55029e+02,-3.66016e-01,-2.12156e-02,9.46931e+01,3.54341e+02,1.18323e+00,-1.17130e+01,-4.58144e-01,0,6936,1,5.94000e+01,1.05000e+02,0.00000e+00,5.94000e+01
-6.20161e-01,9.35569e+01,3.60120e+02,-7.74419e-03,1.21125e-19,4.03752e-02,-6.51062e-04,-6.80617e-05,1.58209e-03,1.54386e-06,-7.54273e-05,-1.24621e-06,-6.51062e-04,-6.80617e-05,1.58209e-03,3.24703e+02,3.61503e+02,-1.00680e+00,9.35671e+01,3.60496e+02,3.24703e+02,9.99565e-01,-3.41323e-03,3.42833e-02,3.36501e-03,1.00013e+00,8.31873e-04,-3.43683e-02,-8.72338e-04,9.99544e-01,4.53056e+02,4.65389e-01,3.24703e+02,3.61503e+02,-1.00680e+00,-6.20161e-01,9.35569e+01,3.60120e+02,2.49392e-01,-1.21844e+01,-2.01311e-01,0,6936,1,6.03000e+01,1.05000e+02,0.00000e+00,6.03000e+01
-1.05446e+00,9.15018e+01,3.62616e+02,-8.93268e-03,2.59299e-19,4.18240e-02,-6.53761e-04,-8.07941e-05,1.59753e-03,-2.96794e-06,-7.55333e-05,-4.25528e-07,-6.53761e-04,-8.07941e-05,1.59753e-03,3.28049e+02,3.64503e+02,-1.47215e+00,9.15053e+01,3.63030e+02,3.28049e+02,9.99396e-01,4.97056e-03,3.34109e-02,-4.96525e-03,9.99947e-01,1.76782e-05,-3.34448e-02,-1.95828e-04,9.99431e-01,4.53064e+02,4.60334e-01,3.28049e+02,3.64503e+02,-1.47215e+00,-1.05446e+00,9.15018e+01,3.62616e+02,-4.79436e-01,-1.22015e+01,-6.87391e-02,0,6929,1,6.12000e+01,1.05000e+02,0.00000e+00,6.12000e+01
-5.89697e-01,8.79798e+01,3.58549e+02,-1.01509e-02,2.14909e-19,4.32582e-02,-6.40706e-04,-9.24186e-05,1.58253e-03,-2.64867e-06,-7.11217e-05,-1.11556e-06,-6.40706e-04,-9.24186e-05,1.58253e-03,3.24675e+02,3.59881e+02,-9.62239e-01,8.79824e+01,3.58919e+02,3.24675e+02,9.99460e-01,4.41116e-03,3.17632e-02,-4.41512e-03,9.99959e-01,4.26499e-04,-3.17864e-02,-5.74790e-04,9.99487e-01,4.45939e+02,4.57748e-01,3.24675e+02,3.59881e+02,-9.62239e-01,-5.89697e-01,8.79798e+01,3.58549e+02,-4.27862e-01,-1.14889e+01,-1.80206e-01,0,6929,1,6.21000e+01,1.05000e+02,0.00000e+00,6.21000e+01
-2.19264e-01,8.45314e+01,3.54792e+02,-1.14064e-02,1.62141e-19,4.46784e-02,-6.28649e-04,-1.04002e-04,1.56904e-03,-2.15542e-06,-6.63943e-05,-1.59339e-06,-6.28649e-04,-1.04002e-04,1.56904e-03,3.21671e+02,3.55665e+02,-5.47128e-01,8.45333e+01,3.55118e+02,3.21671e+02,9.99522e-01,3.56392e-03,2.99523e-02,-3.57555e-03,9.99966e-01,7.36533e-04,-2.99648e-02,-8.50724e-04,9.99544e-01,4.39104e+02,4.54918e-01,3.21671e+02,3.55665e+02,-5.47128e-01,-2.19264e-01,8.45314e+01,3.54792e+02,-3.48183e-01,-1.07252e+01,-2.57393e-01,0,6929,1,6.30000e+01,1.05000e+02,0.00000e+00,6.30000e+01
5.68367e-02,8.11565e+01,3.51346e+02,-1.26993e-02,1.00996e-19,4.60844e-02,-6.17590e-04,-1.15544e-04,1.55706e-03,-1.48818e-06,-6.13513e-05,-1.85900e-06,-6.17590e-04,-1.15544e-04,1.55706e-03,3.19037e+02,3.51855e+02,-2.26821e-01,8.11583e+01,3.51628e+02,3.19037e+02,9.99580e-01,2.42884e-03,2.79784e-02,-2.44656e-03,9.99969e-01,9.47778e-04,-2.79800e-02,-1.02363e-03,9.99602e-01,4.32559e+02,4.51844e-01,3.19037e+02,3.51855e+02,-2.26821e-01,5.68367e-02,8.11565e+01,3.51346e+02,-2.40399e-01,-9.91060e+00,-3.00300e-01,0,6929,1,6.39000e+01,1.05000e+02,0.00000e+00,6.39000e+01
2.38605e-01,7.78551e+01,3.48210e+02,-1.40294e-02,3.14723e-20,4.74764e-02,-6.07529e-04,-1.27046e-04,1.54658e-03,-6.46961e-07,-5.59927e-05,-1.91240e-06,-6.07529e-04,-1.27046e-04,1.54658e-03,3.16773e+02,3.48449e+02,-1.31792e-03,7.78571e+01,3.48448e+02,3.16773e+02,9.99635e-01,1.00591e-03,2.58415e-02,-1.02815e-03,9.99967e-01,1.06024e-03,-2.58320e-02,-1.09350e-03,9.99660e-01,4.26304e+02,4.48526e-01,3.16773e+02,3.48449e+02,-1.31792e-03,2.38605e-01,7.78551e+01,3.48210e+02,-1.04509e-01,-9.04497e+00,-3.08927e-01,0,6929,1,6.48000e+01,1.05000e+02,0.00000e+00,6.48000e+01
3.26041e-01,7.46273e+01,3.45385e+02,-1.53969e-02,-4.64280e-20,4.88543e-02,-5.98465e-04,-1.38506e-04,1.53762e-03,3.68235e-07,-5.03184e-05,-1.75360e-06,-5.98465e-04,-1.38506e-04,1.53762e-03,3.14880e+02,3.45450e+02,1.29381e-01,7.46300e+01,3.45579e+02,3.14880e+02,9.99688e-01,-7.04835e-04,2.35414e-02,6.79678e-04,9.99961e-01,1.07390e-03,-2.35208e-02,-1.06034e-03,9.99719e-01,4.20339e+02,4.44965e-01,3.14880e+02,3.45450e+02,1.29381e-01,3.26041e-01,7.46273e+01,3.45385e+02,5.94842e-02,-8.12835e+00,-2.83273e-01,0,6929,1,6.57000e+01,1.05000e+02,0.00000e+00,6.57000e+01
1.75678e-01,7.22899e+01,3.47923e+02,-1.67854e-02,-8.87467e-20,5.02463e-02,-5.99468e-04,-1.53046e-04,1.55325e-03,9.87203e-07,-4.61060e-05,-8.84862e-07,-5.99468e-04,-1.53046e-04,1.55325e-03,3.18144e+02,3.48065e+02,1.60879e-02,7.22911e+01,3.48081e+02,3.18144e+02,9.99759e-01,-2.24636e-03,2.13375e-02,2.23288e-03,9.99979e-01,6.00751e-04,-2.13193e-02,-5.47283e-04,9.99775e-01,4.20389e+02,4.40420e-01,3.18144e+02,3.48065e+02,1.60879e-02,1.75678e-01,7.22899e+01,3.47923e+02,1.59471e-01,-7.44789e+00,-1.42939e-01,0,6935,1,6.66000e+01,1.05000e+02,0.00000e+00,6.66000e+01
2.74241e-02,6.99992e+01,3.50957e+02,-1.81940e-02,-1.24678e-19,5.16574e-02,-6.01235e-04,-1.68077e-04,1.57119e-03,1.21379e-06,-4.23257e-05,-9.72981e-08,-6.01235e-04,-1.68077e-04,1.57119e-03,3.21912e+02,3.51188e+02,-1.01983e-01,6.99993e+01,3.51086e+02,3.21912e+02,9.99816e-01,-2.89410e-03,1.93508e-02,2.89104e-03,9.99993e-01,1.52779e-04,-1.93374e-02,-8.17367e-05,9.99821e-01,4.20984e+02,4.35856e-01,3.21912e+02,3.51188e+02,-1.01983e-01,2.74241e-02,6.99992e+01,3.50957e+02,1.96074e-01,-6.83722e+00,-1.57174e-02,0,6935,1,6.75000e+01,1.05000e+02,0.00000e+00,6.75000e+01
-9.82610e-02,6.76646e+01,3.53944e+02,-1.96235e-02,-1.58298e-19,5.30862e-02,-6.02766e-04,-1.83282e-04,1.58892e-03,1.08230e-06,-3.88200e-05,5.40157e-07,-6.02766e-04,-1.83282e-04,1.58892e-03,3.25666e+02,3.54254e+02,-2.04064e-01,6.76640e+01,3.54050e+02,3.25666e+02,9.99856e-01,-2.63953e-03,1.75718e-02,2.64407e-03,1.00000e+00,-2.21449e-04,-1.75641e-02,2.87643e-04,9.99856e-01,4.21510e+02,4.31365e-01,3.25666e+02,3.54254e+02,-2.04064e-01,-9.82610e-02,6.76646e+01,3.53944e+02,1.74834e-01,-6.27092e+00,8.72562e-02,0,6935,1,6.84000e+01,1.05000e+02,0.00000e+00,6.84000e+01
-2.01377e-01,6.52861e+01,3.56884e+02,-2.10739e-02,-1.89606e-19,5.45328e-02,-6.04059e-04,-1.98661e-04,1.60647e-03,5.92741e-07,-3.55890e-05,1.02750e-06,-6.04059e-04,-1.98661e-04,1.60647e-03,3.29407e+02,3.57264e+02,-2.90154e-01,6.52854e+01,3.56974e+02,3.29407e+02,9.99880e-01,-1.48265e-03,1.60005e-02,1.49198e-03,1.00000e+00,-5.21935e-04,-1.59995e-02,5.60855e-04,9.99879e-01,4.21969e+02,4.26947e-01,3.29407e+02,3.57264e+02,-2.90154e-01,-2.01377e-01,6.52861e+01,3.56884e+02,9.57504e-02,-5.74899e+00,1.65981e-01,0,6935,1,6.93000e+01,1.05000e+02,0.00000e+00,6.93000e+01
-2.76155e-01,6.27998e+01,3.59465e+02,-2.25448e-02,-2.18606e-19,5.59963e-02,-6.04551e-04,-2.14081e-04,1.62242e-03,-1.98776e-07,-3.26179e-05,1.30008e-06,-6.04551e-04,-2.14081e-04,1.62242e-03,3.32845e+02,3.59898e+02,-3.54065e-01,6.27995e+01,3.59544e+02,3.32845e+02,9.99888e-01,4.57017e-04,1.46357e-02,-4.46074e-04,9.99993e-01,-7.11904e-04,-1.46416e-02,7.04661e-04,9.99891e-01,4.21989e+02,4.22596e-01,3.32845e+02,3.59898e+02,-3.54065e-01,-2.76155e-01,6.27998e+01,3.59465e+02,-3.21099e-02,-5.26905e+00,2.10013e-01,0,6930,1,7.02000e+01,1.05000e+02,0.00000e+00,7.02000e+01
-2.39066e-01,5.93877e+01,3.57521e+02,-2.40222e-02,-2.61426e-19,5.74551e-02,-5.96723e-04,-2.27604e-04,1.61798e-03,-3.03303e-07,-2.96152e-05,5.99849e-07,-5.96723e-04,-2.27604e-04,1.61798e-03,3.32095e+02,3.57891e+02,-3.03781e-01,5.93868e+01,3.57587e+02,3.32095e+02,9.99914e-01,9.54995e-04,1.33655e-02,-9.48519e-04,1.00000e+00,-3.49523e-04,-1.33689e-02,3.38848e-04,9.99908e-01,4.16670e+02,4.18228e-01,3.32095e+02,3.57891e+02,-3.03781e-01,-2.39066e-01,5.93877e+01,3.57521e+02,-4.89951e-02,-4.78400e+00,9.68987e-02,0,6930,1,7.11000e+01,1.05000e+02,0.00000e+00,7.11000e+01
-1.72486e-01,5.60542e+01,3.55822e+02,-2.55067e-02,-3.32179e-19,5.89111e-02,-5.89216e-04,-2.41146e-04,1.61456e-03,-3.66386e-07,-2.67226e-05,6.77170e-09,-5.89216e-04,-2.41146e-04,1.61456e-03,3.31566e+02,3.56102e+02,-2.25543e-01,5.60531e+01,3.55876e+02,3.31566e+02,9.99933e-01,1.28173e-03,1.21267e-02,-1.27899e-03,1.00001e+00,-3.96023e-05,-1.21276e-02,2.69877e-05,9.99924e-01,4.11704e+02,4.13925e-01,3.31566e+02,3.56102e+02,-2.25543e-01,-1.72486e-01,5.60542e+01,3.55822e+02,-5.91854e-02,-4.31673e+00,1.09389e-03,0,6930,1,7.20000e+01,1.05000e+02,0.00000e+00,7.20000e+01
-7.64149e-02,5.27993e+01,3.54368e+02,-2.69982e-02,-4.30866e-19,6.03643e-02,-5.82031e-04,-2.54706e-04,1.61215e-03,-3.88025e-07,-2.39399e-05,-4.79149e-07,-5.82031e-04,-2.54706e-04,1.61215e-03,3.31260e+02,3.54531e+02,-1.19351e-01,5.27983e+01,3.54412e+02,3.31260e+02,9.99946e-01,1.43722e-03,1.09192e-02,-1.43748e-03,1.00001e+00,2.17857e-04,-1.09176e-02,-2.30920e-04,9.99938e-01,4.07091e+02,4.09686e-01,3.31260e+02,3.54531e+02,-1.19351e-01,-7.64149e-02,5.27993e+01,3.54368e+02,-6.26809e-02,-3.86722e+00,-7.74010e-02,0,6930,1,7.29000e+01,1.05000e+02,0.00000e+00,7.29000e+01
4.91480e-02,4.96229e+01,3.53159e+02,-2.84968e-02,-5.57485e-19,6.18148e-02,-5.75169e-04,-2.68283e-04,1.61075e-03,-3.68219e-07,-2.12673e-05,-8.57913e-07,-5.75169e-04,-2.68283e-04,1.61075e-03,3.31175e+02,3.53179e+02,1.47945e-02,4.96224e+01,3.53194e+02,3.31175e+02,9.99953e-01,1.42146e-03,9.74311e-03,-1.42399e-03,1.00000e+00,4.22856e-04,-9.73900e-03,-4.34874e-04,9.99950e-01,4.02831e+02,4.05512e-01,3.31175e+02,3.53179e+02,1.47945e-02,4.91480e-02,4.96229e+01,3.53159e+02,-5.94815e-02,-3.43549e+00,-1.38586e-01,0,6930,1,7.38000e+01,1.05000e+02,0.00000e+00,7.38000e+01
2.04201e-01,4.65252e+01,3.52195e+02,-3.00025e-02,-7.12037e-19,6.32625e-02,-5.68628e-04,-2.81879e-04,1.61036e-03,-3.06970e-07,-1.87048e-05,-1.12952e-06,-5.68628e-04,-2.81879e-04,1.61036e-03,3.31312e+02,3.52045e+02,1.76893e-01,4.65255e+01,3.52222e+02,3.31312e+02,9.99953e-01,1.23447e-03,8.59836e-03,-1.23853e-03,9.99990e-01,5.75393e-04,-8.59177e-03,-5.84875e-04,9.99961e-01,3.98924e+02,4.01402e-01,3.31312e+02,3.52045e+02,1.76893e-01,2.04201e-01,4.65252e+01,3.52195e+02,-4.95875e-02,-3.02154e+00,-1.82461e-01,0,6930,1,7.47000e+01,1.05000e+02,0.00000e+00,7.47000e+01
3.88747e-01,4.35060e+01,3.51476e+02,-3.15153e-02,-8.94523e-19,6.47074e-02,-5.62409e-04,-2.95493e-04,1.61099e-03,-2.04277e-07,-1.62522e-05,-1.29397e-06,-5.62409e-04,-2.95493e-04,1.61099e-03,3.31670e+02,3.51129e+02,3.66946e-01,4.35076e+01,3.51496e+02,3.31670e+02,9.99947e-01,8.76226e-04,7.48496e-03,-8.81085e-04,9.99974e-01,6.75470e-04,-7.47590e-03,-6.80924e-04,9.99971e-01,3.95371e+02,3.97357e-01,3.31670e+02,3.51129e+02,3.66946e-01,3.88747e-01,4.35060e+01,3.51476e+02,-3.29985e-02,-2.62535e+00,-2.09026e-01,0,6930,1,7.56000e+01,1.05000e+02,0.00000e+00,7.56000e+01
2.90021e-01,4.05790e+01,3.52432e+02,-3.30263e-02,-7.61541e-19,6.61640e-02,-5.60064e-04,-3.10656e-04,1.61987e-03,2.15595e-07,-1.40515e-05,-8.70932e-07,-5.60064e-04,-3.10656e-04,1.61987e-03,3.33848e+02,3.52173e+02,2.74306e-01,4.05799e+01,3.52447e+02,3.33848e+02,9.99965e-01,-8.77781e-04,6.44414e-03,8.74642e-04,9.99984e-01,4.65359e-04,-6.43686e-03,-4.60130e-04,9.99979e-01,3.93301e+02,3.92688e-01,3.33848e+02,3.52173e+02,2.74306e-01,2.90021e-01,4.05790e+01,3.52432e+02,3.48270e-02,-2.26985e+00,-1.40689e-01,0,6934,1,7.65000e+01,1.05000e+02,0.00000e+00,7.65000e+01
1.91251e-01,3.76205e+01,3.53400e+02,-3.45389e-02,-6.08167e-19,6.76294e-02,-5.57690e-04,-3.25985e-04,1.62884e-03,4.56906e-07,-1.19793e-05,-4.62970e-07,-5.57690e-04,-3.25985e-04,1.62884e-03,3.36074e+02,3.53230e+02,1.80506e-01,3.76209e+01,3.53410e+02,3.36074e+02,9.99979e-01,-1.86985e-03,5.47038e-03,1.86819e-03,9.99993e-01,2.59745e-04,-5.46498e-03,-2.48258e-04,9.99985e-01,3.91212e+02,3.88007e-01,3.36074e+02,3.53230e+02,1.80506e-01,1.91251e-01,3.76205e+01,3.53400e+02,7.38078e-02,-1.93512e+00,-7.47875e-02,0,6934,1,7.74000e+01,1.05000e+02,0.00000e+00,7.74000e+01
1.03167e-01,3.46283e+01,3.54324e+02,-3.60533e-02,-4.45906e-19,6.91033e-02,-5.55154e-04,-3.41428e-04,1.63764e-03,5.05925e-07,-1.00309e-05,-8.94715e-08,-5.55154e-04,-3.41428e-04,1.63764e-03,3.38290e+02,3.54234e+02,9.62055e-02,3.46283e+01,3.54331e+02,3.38290e+02,9.99989e-01,-2.03977e-03,4.56281e-03,2.03927e-03,9.99998e-01,6.88807e-05,-4.55926e-03,-5.58479e-05,9.99990e-01,3.89055e+02,3.83338e-01,3.38290e+02,3.54234e+02,9.62055e-02,1.03167e-01,3.46283e+01,3.54324e+02,8.17263e-02,-1.62038e+00,-1.44531e-02,0,6934,1,7.83000e+01,1.05000e+02,0.00000e+00,7.83000e+01
2.57675e-02,3.16023e+01,3.55203e+02,-3.75695e-02,-2.74758e-19,7.05857e-02,-5.52457e-04,-3.56983e-04,1.64626e-03,3.62655e-07,-8.20638e-06,2.49561e-07,-5.52457e-04,-3.56983e-04,1.64626e-03,3.40494e+02,3.55186e+02,2.14053e-02,3.16022e+01,3.55208e+02,3.40494e+02,9.99995e-01,-1.38755e-03,3.72145e-03,1.38790e-03,1.00000e+00,-1.07233e-04,-3.71970e-03,1.17098e-04,9.99994e-01,3.86831e+02,3.78682e-01,3.40494e+02,3.55186e+02,2.14053e-02,2.57675e-02,3.16023e+01,3.55203e+02,5.85827e-02,-1.32565e+00,4.03136e-02,0,6934,1,7.92000e+01,1.05000e+02,0.00000e+00,7.92000e+01
-4.09478e-02,2.85424e+01,3.56039e+02,-3.90875e-02,-9.47213e-20,7.20766e-02,-5.49597e-04,-3.72652e-04,1.65471e-03,2.70932e-08,-6.50559e-06,5.54132e-07,-5.49597e-04,-3.72652e-04,1.65471e-03,3.42688e+02,3.56086e+02,-4.38958e-02,2.85424e+01,3.56042e+02,3.42688e+02,9.99995e-01,8.68168e-05,2.94628e-03,-8.59482e-05,9.99999e-01,-2.68598e-04,-2.94628e-03,2.70583e-04,9.99996e-01,3.84540e+02,3.74037e-01,3.42688e+02,3.56086e+02,-4.38958e-02,-4.09478e-02,2.85424e+01,3.56039e+02,4.37659e-03,-1.05090e+00,8.95136e-02,0,6934,1,8.01000e+01,1.05000e+02,0.00000e+00,8.01000e+01
-8.90412e-02,2.54634e+01,3.56012e+02,-4.06030e-02,1.10572e-20,7.35685e-02,-5.45389e-04,-3.87208e-04,1.65905e-03,-1.11989e-07,-5.28599e-06,4.77898e-07,-5.45389e-04,-3.87208e-04,1.65905e-03,3.44043e+02,3.55829e+02,1.85506e-01,2.51866e+01,3.56015e+02,3.44043e+02,1.05074e+00,-4.95527e-02,2.35999e-03,-4.82399e-02,1.04711e+00,-2.02521e-04,-2.39683e-03,2.35159e-04,9.99997e-01,3.81387e+02,3.69507e-01,3.44043e+02,3.55829e+02,1.85506e-01,-8.90412e-02,2.54634e+01,3.56012e+02,-1.80905e-02,-8.53890e-01,7.71989e-02,0,6931,1,8.10000e+01,1.05000e+02,0.00000e+00,8.10000e+01
-1.10297e-01,2.24106e+01,3.55581e+02,-4.21165e-02,7.27771e-20,7.50602e-02,-5.40514e-04,-4.01099e-04,1.66139e-03,-6.03852e-08,-4.35130e-06,2.49192e-07,-5.40514e-04,-4.01099e-04,1.66139e-03,3.44990e+02,3.55121e+02,4.61572e-01,2.18371e+01,3.55583e+02,3.44990e+02,1.10514e+00,-1.03774e-01,1.89970e-03,-9.88381e-02,1.09761e+00,-5.41820e-05,-1.97528e-03,1.24220e-04,9.99998e-01,3.77882e+02,3.65105e-01,3.44990e+02,3.55121e+02,4.61572e-01,-1.10297e-01,2.24106e+01,3.55581e+02,-9.75452e-03,-7.02903e-01,4.02542e-02,0,6931,1,8.19000e+01,1.05000e+02,0.00000e+00,8.19000e+01
-1.06666e-01,1.93872e+01,3.55237e+02,-4.36300e-02,1.36670e-19,7.65551e-02,-5.35685e-04,-4.15009e-04,1.66406e-03,-4.20227e-09,-3.48807e-06,8.33548e-08,-5.35685e-04,-4.15009e-04,1.66406e-03,3.46016e+02,3.54644e+02,5.93652e-01,1.86858e+01,3.55238e+02,3.46016e+02,1.12860e+00,-1.27558e-01,1.49313e-03,-1.20259e-01,1.11939e+00,4.30752e-05,-1.58527e-03,4.34933e-05,9.99999e-01,3.74517e+02,3.60784e-01,3.46016e+02,3.54644e+02,5.93652e-01,-1.06666e-01,1.93872e+01,3.55237e+02,-6.78828e-04,-5.63458e-01,1.34650e-02,0,6931,1,8.28000e+01,1.05000e+02,0.00000e+00,8.28000e+01
-7.81472e-02,1.63931e+01,3.54979e+02,-4.51435e-02,2.02735e-19,7.80531e-02,-5.30903e-04,-4.28938e-04,1.66707e-03,5.65593e-08,-2.69630e-06,-1.96139e-08,-5.30903e-04,-4.28938e-04,1.66707e-03,3.47120e+02,3.54398e+02,5.81747e-01,1.57326e+01,3.54979e+02,3.47120e+02,1.12112e+00,-1.20903e-01,1.14028e-03,-1.12504e-01,1.11244e+00,8.92505e-05,-1.22680e-03,-7.01946e-06,9.99999e-01,3.71294e+02,3.56544e-01,3.47120e+02,3.54398e+02,5.81747e-01,-7.81472e-02,1.63931e+01,3.54979e+02,9.13650e-03,-4.35557e-01,-3.16840e-03,0,6931,1,8.37000e+01,1.05000e+02,0.00000e+00,8.37000e+01
-2.47405e-02,1.34284e+01,3.54807e+02,-4.66571e-02,2.70974e-19,7.95543e-02,-5.26168e-04,-4.42887e-04,1.67041e-03,1.21900e-07,-1.97598e-06,-5.97156e-08,-5.26168e-04,-4.42887e-04,1.67041e-03,3.48303e+02,3.54381e+02,4.25856e-01,1.29775e+01,3.54807e+02,3.48303e+02,1.08270e+00,-8.38097e-02,8.41140e-04,-7.55721e-02,1.07678e+00,8.43448e-05,-8.99873e-04,-2.73196e-05,1.00000e+00,3.68211e+02,3.52385e-01,3.48303e+02,3.54381e+02,4.25856e-01,-2.47405e-02,1.34284e+01,3.54807e+02,1.96916e-02,-3.19197e-01,-9.64636e-03,0,6931,1,8.46000e+01,1.05000e+02,0.00000e+00,8.46000e+01
5.35540e-02,1.04931e+01,3.54722e+02,-4.81707e-02,3.41386e-19,8.10587e-02,-5.21480e-04,-4.56854e-04,1.67408e-03,1.91821e-07,-1.32711e-06,-3.69490e-08,-5.21480e-04,-4.56854e-04,1.67408e-03,3.49566e+02,3.54596e+02,1.25979e-01,1.04205e+01,3.54722e+02,3.49566e+02,1.01334e+00,-1.62783e-02,5.95718e-04,-9.46317e-03,1.01239e+00,2.83574e-05,-6.04489e-04,-1.74064e-05,1.00000e+00,3.65268e+02,3.48307e-01,3.49566e+02,3.54596e+02,1.25979e-01,5.35540e-02,1.04931e+01,3.54722e+02,3.09865e-02,-2.14379e-01,-5.96868e-03,0,6931,1,8.55000e+01,1.05000e+02,0.00000e+00,8.55000e+01
8.67763e-02,7.53141e+00,3.54815e+02,-4.96832e-02,3.20625e-19,8.25679e-02,-5.17224e-04,-4.71138e-04,1.67871e-03,4.64844e-07,-7.98862e-07,1.46355e-07,-5.17224e-04,-4.71138e-04,1.67871e-03,3.51061e+02,3.55231e+02,-4.15850e-01,8.03402e+00,3.54815e+02,3.51061e+02,8.94551e-01,9.79864e-02,3.68948e-04,1.07357e-01,9.00184e-01,-6.90552e-05,-3.63631e-04,6.79901e-05,1.00000e+00,3.62433e+02,3.44127e-01,3.51061e+02,3.55231e+02,-4.15850e-01,8.67763e-02,7.53141e+00,3.54815e+02,7.50903e-02,-1.29047e-01,2.36419e-02,0,6933,1,8.64000e+01,1.05000e+02,0.00000e+00,8.64000e+01
9.71454e-02,4.54908e+00,3.54914e+02,-5.11949e-02,2.39125e-19,8.40814e-02,-5.13056e-04,-4.85497e-04,1.68343e-03,7.42063e-07,-3.22131e-07,2.92224e-07,-5.13056e-04,-4.85497e-04,1.68343e-03,3.52606e+02,3.56072e+02,-1.15747e+00,5.80375e+00,3.54914e+02,3.52606e+02,7.27602e-01,2.57772e-01,1.79792e-04,2.68359e-01,7.46151e-01,-1.62805e-04,-1.46405e-04,1.35477e-04,1.00000e+00,3.59560e+02,3.39903e-01,3.52606e+02,3.56072e+02,-1.15747e+00,9.71454e-02,4.54908e+00,3.54914e+02,1.19872e-01,-5.20365e-02,4.72055e-02,0,6933,1,8.73000e+01,1.05000e+02,0.00000e+00,8.73000e+01
9.44086e-02,1.55291e+00,3.54996e+02,-5.27061e-02,1.09959e-19,8.55990e-02,-5.08905e-04,-4.99877e-04,1.68810e-03,9.84544e-07,1.14375e-07,3.73201e-07,-5.08905e-04,-4.99877e-04,1.68810e-03,3.54167e+02,3.57080e+02,-2.08430e+00,3.73168e+00,3.54995e+02,3.54167e+02,5.14697e-01,4.61135e-01,3.37867e-05,4.70566e-01,5.52944e-01,-2.50242e-04,5.23490e-05,1.72191e-04,1.00000e+00,3.56643e+02,3.35659e-01,3.54167e+02,3.57080e+02,-2.08430e+00,9.44086e-02,1.55291e+00,3.54996e+02,1.59042e-01,1.84759e-02,6.02864e-02,0,6933,1,8.82000e+01,1.05000e+02,0.00000e+00,8.82000e+01
7.85659e-02,-1.45717e+00,3.55059e+02,-5.42168e-02,-6.68765e-20,8.71208e-02,-5.04771e-04,-5.14278e-04,1.69272e-03,1.19229e-06,5.10661e-07,3.89287e-07,-5.04771e-04,-5.14278e-04,1.69272e-03,3.55746e+02,3.58255e+02,-3.19636e+00,1.81776e+00,3.55059e+02,3.55746e+02,2.55830e-01,7.08079e-01,-6.90713e-05,7.13981e-01,3.20558e-01,-3.31368e-04,2.32633e-04,1.78134e-04,1.00000e+00,3.53680e+02,3.31395e-01,3.55746e+02,3.58255e+02,-3.19636e+00,7.85659e-02,-1.45717e+00,3.55059e+02,1.92601e-01,8.24914e-02,6.28848e-02,0,6933,1,8.91000e+01,1.05000e+02,0.00000e+00,8.91000e+01
4.96172e-02,-4.48112e+00,3.55104e+02,-5.57269e-02,-2.91379e-19,8.86467e-02,-5.00653e-04,-5.28700e-04,1.69730e-03,1.36530e-06,8.66725e-07,3.40480e-07,-5.00653e-04,-5.28700e-04,1.69730e-03,3.57341e+02,3.59597e+02,-4.49364e+00,6.20334e-02,3.55104e+02,3.57341e+02,-4.89966e-02,9.98603e-01,-1.28780e-04,9.98603e-01,4.89965e-02,-4.06181e-04,3.94445e-04,1.53304e-04,1.00000e+00,3.50672e+02,3.27112e-01,3.57341e+02,3.59597e+02,-4.49364e+00,4.96172e-02,-4.48112e+00,3.55104e+02,2.20549e-01,1.40009e-01,5.50006e-02,0,6933,1,9.00000e+01,1.05000e+02,0.00000e+00,9.00000e+01
